id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0077","test","business","marketing_content","marketing","content_creation","new","Build a 25-month hiring plan for nontechnical stakeholders covering channels, owners, and review points.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0078","test","business","data_spreadsheets","finance","data_analysis","new","Build a driver-based budget model for Cedar Health with assumptions, scenario toggles, and integrity checks that catch broken links and circular references.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0079","development","business","marketing_content","marketing","content_creation","new","Write five short social captions announcing a webinar for expense-management service, avoiding emojis and exaggerated claims.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0080","test","business","software_engineering","engineering","software_delivery","new","Diagnose the intermittent memory leak in the reporting API from the supplied code and logs, and propose a minimal fix with tests and rollout safeguards.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0081","test","business","business_strategy","executive_strategy","strategy_planning","v1","Advise whether Harbor & Finch should sell, raise capital, or remain independent. Integrate market timing, founder objectives, dilution, competitive dynamics, and scenario-weighted enterprise value.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0082","development","business","data_spreadsheets","analytics","data_analysis","v1","Review this monthly KPI table and write a concise commentary on material changes, missing data, and metrics needing follow-up.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0083","test","business","business_strategy","executive_strategy","strategy_planning","new","Reconcile two business units that report churn rate differently and both claim the higher figure. Determine the defensible number and the control that prevents recurrence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0084","test","business","market_competitive_research","research_insights","research_analysis","v1","Create a market-entry brief for Australia and New Zealand covering buyer structure, regulation, channels, incumbent responses, and the cheapest experiments that could invalidate the thesis.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0085","test","business","product_design","product","product_definition","v1","Design an onboarding experiment for employee scheduling app that can distinguish comprehension problems from missing product value.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0086","test","business","documents_summaries","people_hr","document_synthesis","new","Rewrite this release note so a new employee can follow it, keeping every step in order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0087","test","business","marketing_content","marketing","content_creation","v1","Develop messaging pillars for customer-support suite aimed at three buyer roles. Give each role a problem, promise, proof point, and objection response.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0088","test","business","classification_extraction","operations","classification_extraction","new","Classify each of these 60 job applicants into the three categories supplied, and return one label per row.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0089","development","business","data_spreadsheets","analytics","data_analysis","v1","Clean this spreadsheet specification into a column-by-column transformation plan, including formulas, validation rules, and exception handling.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0090","development","business","documents_summaries","legal_compliance","document_synthesis","new","Compare these two internal policies and produce a difference table, without interpreting legal effect.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0091","test","business","marketing_content","marketing","content_creation","v1","Reposition a mature product whose category is being commoditized. Use the supplied win/loss research, product roadmap, and competitor claims to propose a defensible category narrative and identify claims we cannot support.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0092","test","business","presentations","people_hr","presentation_creation","v1","Create a customer-training deck outline for warehouse analytics product, including setup, core workflow, common mistakes, and support resources.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
